Customer_id,Join_date,Gender,Age
CUST00132,8/16/2022,Other,44
CUST00133,10/1/2023,Other,39
CUST00134,1/30/2024,Female,70
CUST00135,3/28/2023,Other,47
CUST00136,2/18/2023,Female,43
CUST00137,10/6/2023,Female,44
CUST00138,1/23/2023,Male,64
CUST00139,8/13/2023,Male,24
CUST00140,8/5/2022,Other,38
CUST00141,5/26/2022,Female,45
CUST00142,1/19/2023,Male,38
CUST00143,4/6/2023,Male,60
CUST00144,12/19/2023,Male,34
CUST00145,6/27/2023,Male,41
CUST00146,9/30/2023,Other,27
CUST00147,3/4/2024,Male,61
CUST00148,5/7/2023,Other,48
CUST00149,5/18/2023,Female,22
CUST00150,3/25/2023,Other,23
CUST00151,6/21/2023,Male,23
CUST00152,1/24/2023,Female,23
CUST00153,2/11/2023,Female,45
CUST00154,2/20/2023,Other,24
CUST00155,9/19/2022,Female,65
CUST00156,5/7/2023,Other,65
CUST00157,11/5/2022,Female,41
CUST00158,3/3/2023,Other,69
CUST00159,3/22/2024,Male,26
CUST00160,1/4/2023,Other,53
CUST00161,2/2/2023,Other,21
CUST00162,4/11/2024,Male,55
CUST00163,7/15/2023,Other,53
CUST00164,4/18/2023,Other,53
CUST00165,3/22/2024,Female,39
CUST00166,1/9/2024,Other,60
CUST00167,4/14/2024,Female,25
CUST00168,8/18/2023,Male,44
CUST00169,6/21/2023,Female,40
CUST00170,6/20/2022,Female,60
CUST00171,6/19/2022,Male,66
CUST00172,8/30/2022,Female,45
CUST00173,8/27/2022,Male,64
CUST00174,10/13/2022,Other,21
CUST00175,5/1/2023,Other,36
CUST00176,7/20/2022,Female,56
CUST00177,4/11/2023,Other,37
CUST00178,7/4/2023,Male,40
CUST00179,2/2/2024,Other,24
CUST00180,1/18/2023,Male,54
CUST00181,4/7/2023,Other,50
CUST00182,1/9/2023,Female,31
CUST00183,1/19/2023,Other,27
CUST00184,8/26/2023,Other,60
CUST00185,9/20/2022,Other,48
CUST00186,12/1/2022,Male,32
CUST00187,2/25/2023,Male,24
CUST00188,11/23/2023,Female,40
CUST00189,1/26/2023,Male,53
CUST00190,7/20/2022,Other,41
CUST00191,4/13/2024,Other,25
CUST00192,5/12/2023,Male,66
CUST00193,10/14/2023,Other,35
CUST00194,1/30/2023,Female,54
CUST00195,7/17/2023,Female,32
CUST00196,9/14/2022,Male,69
CUST00197,8/1/2023,Male,45
CUST00198,3/31/2023,Female,53
CUST00199,12/10/2022,Female,67
CUST00200,8/8/2022,Male,70
CUST00201,2/9/2023,Male,57
CUST00202,1/31/2023,Male,57
CUST00203,10/15/2022,Other,61
CUST00204,3/16/2023,Male,59
CUST00205,12/26/2022,Male,53
CUST00206,7/17/2022,Other,19
CUST00207,12/19/2022,Female,56
CUST00208,5/2/2023,Male,60
CUST00209,4/18/2024,Other,62
CUST00210,10/12/2023,Male,35
CUST00211,1/20/2023,Male,19
CUST00212,2/15/2023,Other,29
CUST00213,1/7/2023,Female,35
CUST00214,9/10/2023,Other,62
CUST00215,10/31/2022,Male,66
CUST00216,1/6/2024,Female,37
CUST00217,9/12/2023,Other,39
CUST00218,3/3/2024,Other,40
CUST00219,3/24/2024,Female,18
CUST00220,1/31/2024,Male,29
CUST00221,7/25/2023,Other,27
CUST00222,8/17/2022,Other,54
CUST00223,3/21/2023,Other,60
CUST00224,1/6/2023,Male,43
CUST00225,9/23/2023,Other,22
CUST00226,4/19/2023,Female,27
CUST00227,10/15/2023,Female,65
CUST00228,9/23/2023,Other,58
CUST00229,9/18/2022,Other,19
CUST00230,11/6/2023,Female,23
CUST00231,6/22/2022,Female,65
CUST00232,5/17/2022,Other,51
CUST00233,6/25/2022,Female,31
CUST00234,2/9/2024,Male,42
CUST00235,6/22/2023,Male,44
CUST00236,3/4/2023,Male,47
CUST00237,2/26/2024,Male,39
CUST00238,9/7/2022,Female,28
CUST00239,6/29/2023,Male,41
CUST00240,4/17/2023,Other,37
CUST00241,8/8/2023,Other,64
CUST00242,3/18/2023,Male,38
CUST00243,1/10/2024,Other,67
CUST00244,7/1/2022,Male,54
CUST00245,4/28/2024,Male,56
CUST00246,1/26/2024,Male,23
CUST00247,5/14/2023,Other,21
CUST00248,6/3/2023,Other,27
CUST00249,12/7/2023,Male,28
CUST00250,11/8/2022,Male,66
CUST00251,11/5/2022,Male,57
CUST00252,2/25/2024,Male,21
CUST00253,2/2/2024,Female,61
CUST00254,8/15/2023,Male,23
CUST00255,7/31/2022,Other,35
CUST00256,6/21/2022,Male,46
CUST00257,9/21/2022,Female,60
CUST00258,4/12/2024,Other,45
CUST00259,3/10/2024,Female,49
CUST00260,3/5/2024,Male,56
CUST00261,3/12/2023,Other,46
CUST00262,5/19/2023,Male,44
CUST00263,7/16/2023,Other,35
CUST00264,8/1/2023,Other,31
CUST00265,11/12/2022,Other,66
CUST00266,7/1/2022,Female,50
CUST00267,11/15/2022,Male,25
CUST00268,12/16/2023,Female,40
CUST00269,5/7/2022,Female,45
CUST00270,5/10/2022,Male,25
CUST00271,8/28/2022,Male,36
CUST00272,3/14/2024,Male,61
CUST00273,9/22/2023,Other,61
CUST00274,10/8/2023,Female,55
CUST00275,10/17/2023,Female,49
CUST00276,4/4/2024,Female,51
CUST00277,9/23/2022,Female,60
CUST00278,9/6/2022,Female,37
CUST00279,2/19/2024,Other,20
CUST00280,10/21/2023,Male,32
CUST00281,10/8/2023,Other,43
CUST00282,10/21/2023,Other,56
CUST00283,7/6/2023,Other,21
CUST00284,7/14/2022,Male,18
CUST00285,7/28/2023,Male,31
CUST00286,9/10/2023,Female,37
CUST00287,9/27/2022,Other,31
CUST00288,1/19/2024,Female,67
CUST00289,7/9/2023,Male,26
CUST00290,7/2/2023,Male,66
CUST00291,11/12/2022,Male,34
CUST00292,10/7/2023,Male,36
CUST00293,10/26/2022,Other,38
CUST00294,7/2/2022,Female,25
CUST00295,12/22/2023,Male,18
CUST00296,7/24/2023,Female,49
CUST00297,6/21/2022,Male,65
CUST00298,1/27/2024,Female,45
CUST00299,8/16/2022,Female,29
CUST00300,1/30/2023,Male,26
CUST00301,2/11/2023,Male,42
CUST00302,6/25/2023,Female,52
CUST00303,11/16/2023,Other,63
CUST00304,4/16/2024,Male,32
CUST00305,3/17/2023,Male,50
CUST00306,7/26/2022,Other,53
CUST00307,7/21/2023,Other,60
CUST00308,5/7/2023,Male,69
CUST00309,4/13/2024,Male,40
CUST00310,3/25/2023,Male,22
CUST00311,12/29/2022,Male,43
CUST00312,8/1/2023,Female,65
CUST00313,7/19/2023,Female,20
CUST00314,5/27/2023,Female,45
CUST00315,1/6/2024,Male,19
CUST00316,8/19/2022,Female,47
CUST00317,10/21/2023,Male,22
CUST00318,7/8/2022,Male,38
CUST00319,10/13/2022,Female,54
CUST00320,7/20/2022,Male,45
CUST00321,4/23/2024,Female,54
CUST00322,5/29/2023,Female,43
CUST00323,7/23/2023,Female,63
CUST00324,5/31/2022,Female,58
CUST00325,2/24/2023,Female,44
CUST00326,4/13/2023,Other,36
CUST00327,2/28/2024,Other,25
CUST00328,8/1/2022,Other,43
CUST00329,4/13/2023,Other,19
CUST00330,11/30/2023,Other,38
CUST00331,3/21/2023,Female,28
CUST00332,5/4/2022,Male,69
CUST00333,6/27/2023,Male,57
CUST00334,7/19/2022,Female,47
CUST00335,9/29/2022,Male,62
CUST00336,10/24/2022,Male,41
CUST00337,1/9/2024,Other,23
CUST00338,3/31/2024,Other,45
CUST00339,10/20/2022,Other,24
CUST00340,2/20/2024,Male,33
CUST00341,3/31/2023,Other,45
CUST00342,4/18/2024,Female,55
CUST00343,3/3/2024,Male,43
CUST00344,1/21/2024,Male,51
CUST00345,9/28/2023,Other,23
CUST00346,4/16/2023,Female,43
CUST00347,2/22/2023,Other,37
CUST00348,10/7/2023,Other,65
CUST00349,9/26/2022,Male,39
CUST00350,9/21/2023,Male,32
CUST00351,8/12/2022,Other,39
CUST00352,7/31/2022,Male,67
CUST00353,4/27/2023,Male,28
CUST00354,10/27/2023,Male,22
CUST00355,9/23/2023,Other,50
CUST00356,10/2/2023,Male,58
CUST00357,12/9/2023,Other,25
CUST00358,8/26/2022,Male,51
CUST00359,10/5/2022,Female,50
CUST00360,9/24/2022,Male,30
CUST00361,9/30/2023,Other,67
CUST00362,12/19/2022,Male,40
CUST00363,12/23/2023,Other,40
CUST00364,3/2/2023,Other,64
CUST00365,3/9/2024,Male,70
CUST00366,6/11/2023,Other,59
CUST00367,5/25/2023,Male,70
CUST00368,11/9/2023,Female,27
CUST00369,9/2/2023,Other,33
CUST00370,10/29/2023,Other,24
CUST00371,6/16/2022,Other,27
CUST00372,12/30/2023,Other,34
CUST00373,2/4/2024,Female,30
CUST00374,1/17/2024,Female,29
CUST00375,8/26/2022,Male,56
CUST00376,8/16/2022,Other,27
CUST00377,8/30/2023,Other,66
CUST00378,1/12/2024,Female,66
CUST00379,8/15/2022,Male,59
CUST00380,4/6/2024,Female,22
CUST00381,2/5/2023,Female,29
CUST00382,8/26/2022,Male,67
CUST00383,4/17/2024,Other,58
CUST00384,3/19/2023,Other,49
CUST00385,2/20/2024,Female,47
CUST00386,12/17/2023,Female,66
CUST00387,3/23/2024,Female,54
CUST00388,8/16/2023,Male,66
CUST00389,12/16/2023,Male,55
CUST00390,9/30/2022,Female,46
CUST00391,10/7/2023,Other,61
CUST00392,6/20/2022,Other,54
CUST00393,8/8/2022,Male,59
CUST00394,2/20/2024,Male,58
CUST00395,1/25/2024,Other,57
CUST00396,11/24/2023,Male,38
CUST00397,1/19/2024,Other,58
CUST00398,6/20/2022,Female,38
CUST00399,8/20/2023,Male,27
CUST00400,6/2/2022,Female,46
CUST00401,5/9/2022,Male,22
CUST00402,5/10/2022,Male,48
CUST00403,9/21/2022,Female,46
CUST00404,6/9/2023,Female,58
CUST00405,3/1/2023,Male,37
CUST00406,4/10/2024,Female,68
CUST00407,12/2/2023,Other,35
CUST00408,9/30/2023,Other,55
CUST00409,4/13/2024,Female,21
CUST00410,1/27/2024,Other,40
CUST00411,11/3/2022,Other,50
CUST00412,4/6/2024,Other,22
CUST00413,2/6/2024,Male,37
CUST00414,6/12/2022,Other,47
CUST00415,4/15/2023,Other,46
CUST00416,10/7/2023,Female,20
CUST00417,6/9/2022,Other,21
CUST00418,10/25/2022,Male,41
CUST00419,6/25/2022,Male,36
CUST00420,3/14/2024,Female,22
CUST00421,11/14/2023,Male,59
CUST00422,11/19/2022,Male,23
CUST00423,3/14/2023,Other,57
CUST00424,1/2/2023,Other,56
CUST00425,12/12/2022,Male,50
CUST00426,12/31/2022,Female,42
CUST00427,2/26/2024,Female,47
CUST00428,10/12/2023,Other,55
CUST00429,6/7/2023,Male,53
CUST00430,1/6/2023,Other,68
CUST00431,3/5/2023,Female,65
CUST00432,1/20/2024,Male,20
CUST00433,10/23/2023,Other,46
CUST00434,4/20/2024,Other,69
CUST00435,4/13/2023,Female,54
CUST00436,6/18/2023,Other,59
CUST00437,7/4/2022,Female,30
CUST00438,5/19/2023,Female,38
CUST00439,6/15/2023,Male,56
CUST00440,7/16/2023,Male,48
CUST00441,12/11/2023,Other,50
CUST00442,6/22/2022,Female,27
CUST00443,4/19/2024,Female,21
CUST00444,11/1/2023,Male,46
CUST00445,1/2/2024,Male,24
CUST00446,9/16/2022,Female,69
CUST00447,9/19/2023,Male,39
CUST00448,9/25/2022,Other,63
CUST00449,1/23/2023,Female,23
CUST00450,6/5/2022,Male,50
CUST00451,6/15/2023,Other,59
CUST00452,12/26/2022,Female,29
CUST00453,4/30/2022,Other,20
CUST00454,8/15/2023,Other,33
CUST00455,3/29/2024,Female,63
CUST00456,5/31/2023,Other,46
CUST00457,9/4/2023,Male,46
CUST00458,5/29/2022,Male,51
CUST00459,12/2/2022,Male,51
CUST00460,9/3/2023,Other,57
CUST00461,5/12/2022,Male,28
CUST00462,11/1/2022,Other,41
CUST00463,11/7/2022,Male,41
CUST00464,12/7/2022,Female,36
CUST00465,9/2/2022,Other,42
CUST00466,7/27/2023,Other,44
CUST00467,12/23/2022,Male,67
CUST00468,11/26/2022,Female,39
CUST00469,9/14/2022,Male,61
CUST00470,11/15/2022,Male,56
CUST00471,5/17/2022,Female,21
CUST00472,1/15/2023,Female,68
CUST00473,10/16/2022,Male,58
CUST00474,1/25/2024,Female,59
CUST00475,7/4/2023,Male,39
CUST00476,9/8/2022,Other,22
CUST00477,9/8/2023,Male,39
CUST00478,4/23/2023,Other,24
CUST00479,2/26/2024,Male,53
CUST00480,4/7/2023,Female,61
CUST00481,11/28/2023,Other,42
CUST00482,2/1/2024,Female,36
CUST00483,5/6/2023,Other,34
CUST00484,12/24/2023,Other,64
CUST00485,3/31/2023,Male,60
CUST00486,11/24/2023,Male,56
CUST00487,5/7/2022,Male,27
CUST00488,3/3/2023,Male,39
CUST00489,8/31/2022,Female,23
CUST00490,4/18/2023,Male,55
CUST00491,11/27/2023,Male,60
CUST00492,8/15/2023,Other,27
CUST00493,2/10/2023,Female,40
CUST00494,9/8/2022,Female,37
CUST00495,11/3/2023,Other,59
CUST00496,7/31/2022,Other,62
CUST00497,10/4/2023,Male,60
CUST00498,1/23/2024,Female,43
CUST00499,12/6/2023,Male,26
CUST00500,4/19/2023,Other,56
CUST00501,7/25/2023,Male,63
CUST00502,2/9/2024,Female,23
CUST00503,6/1/2023,Male,37
CUST00504,3/26/2024,Female,53
CUST00505,9/14/2022,Male,42
CUST00506,6/11/2023,Male,59
CUST00507,4/16/2023,Female,68
CUST00508,11/12/2022,Female,39
CUST00509,1/30/2024,Female,70
CUST00510,2/19/2024,Male,26
CUST00511,6/28/2022,Male,60
CUST00512,4/10/2023,Male,62
CUST00513,4/7/2023,Other,65
CUST00514,11/30/2023,Male,61
CUST00515,8/24/2022,Female,51
CUST00516,9/22/2022,Female,23
CUST00517,2/3/2024,Female,59
CUST00518,9/13/2022,Male,60
CUST00519,9/25/2023,Female,45
CUST00520,9/18/2022,Female,50
CUST00521,11/18/2023,Other,41
CUST00522,7/29/2023,Other,19
CUST00523,5/20/2023,Female,41
CUST00524,10/29/2023,Other,37
CUST00525,5/1/2023,Other,29
CUST00526,10/25/2023,Female,31
CUST00527,11/20/2022,Male,39
CUST00528,2/13/2023,Male,67
CUST00529,2/15/2023,Female,49
CUST00530,9/23/2022,Male,30
CUST00531,6/27/2023,Other,32
CUST00532,10/11/2022,Female,26
CUST00533,5/13/2023,Male,27
CUST00534,11/10/2022,Male,22
CUST00535,2/12/2023,Other,36
CUST00536,2/6/2024,Female,68
CUST00537,9/29/2023,Female,24
CUST00538,5/15/2022,Other,50
CUST00539,6/9/2023,Female,67
CUST00540,1/29/2023,Female,52
CUST00541,7/6/2023,Other,65
CUST00542,11/4/2023,Other,51
CUST00543,12/7/2023,Male,20
CUST00544,11/14/2022,Female,60
CUST00545,5/27/2022,Other,39
CUST00546,10/19/2023,Male,67
CUST00547,6/3/2022,Female,57
CUST00548,3/22/2023,Male,26
CUST00549,2/21/2024,Other,56
CUST00550,5/21/2022,Female,42
CUST00551,9/8/2022,Male,27
CUST00552,3/10/2023,Other,28
CUST00553,8/19/2022,Other,29
CUST00554,5/15/2023,Other,62
CUST00555,5/11/2023,Other,67
CUST00556,6/22/2022,Other,57
CUST00557,8/6/2023,Other,69
CUST00558,2/7/2023,Other,28
CUST00559,12/5/2022,Male,64
CUST00560,11/22/2022,Female,46
CUST00561,4/5/2023,Female,20
CUST00562,8/26/2022,Male,44
CUST00563,3/10/2023,Other,41
CUST00564,6/17/2023,Female,61
CUST00565,7/19/2022,Other,64
CUST00566,6/16/2023,Female,33
CUST00567,9/21/2023,Other,46
CUST00568,9/21/2022,Male,57
CUST00569,2/6/2023,Other,36
CUST00570,8/26/2023,Female,66
CUST00571,7/20/2022,Other,65
CUST00572,5/9/2022,Female,68
CUST00573,7/7/2023,Other,46
CUST00574,6/16/2023,Female,32
CUST00575,3/20/2023,Female,52
CUST00576,1/28/2023,Female,33
CUST00577,6/22/2023,Other,37
CUST00578,6/21/2023,Female,69
CUST00579,3/17/2024,Other,68
CUST00580,1/9/2024,Male,48
CUST00581,8/12/2022,Male,30
CUST00582,3/2/2024,Female,41
CUST00583,4/18/2024,Other,61
CUST00584,8/17/2022,Female,54
CUST00585,6/21/2022,Other,46
CUST00586,7/10/2023,Other,47
CUST00587,3/12/2024,Male,67
CUST00588,4/9/2024,Other,36
CUST00589,8/28/2023,Other,67
CUST00590,5/28/2023,Female,42
CUST00591,3/26/2023,Female,50
CUST00592,11/25/2023,Other,51
CUST00593,5/18/2023,Male,44
CUST00594,12/13/2023,Female,28
CUST00595,12/2/2022,Female,70
CUST00596,5/31/2023,Male,30
CUST00597,4/5/2023,Female,69
CUST00598,2/19/2023,Other,56
CUST00599,11/22/2022,Other,26
CUST00600,12/19/2022,Other,34
CUST00601,3/17/2024,Female,21
CUST00602,1/8/2023,Female,59
CUST00603,3/4/2023,Female,48
CUST00604,10/4/2022,Female,41
CUST00605,12/6/2022,Other,53
CUST00606,8/3/2022,Male,24
CUST00607,1/24/2024,Other,63
CUST00608,10/30/2022,Female,51
CUST00609,7/22/2023,Other,25
CUST00610,3/13/2023,Male,36
CUST00611,6/29/2023,Other,23
CUST00612,3/9/2023,Male,66
CUST00613,11/27/2023,Female,28
CUST00614,7/23/2023,Other,35
CUST00615,4/13/2024,Other,46
CUST00616,10/4/2022,Other,50
CUST00617,12/3/2023,Other,27
CUST00618,5/21/2023,Female,45
CUST00619,8/9/2023,Male,23
CUST00620,1/16/2024,Male,32
CUST00621,2/23/2023,Other,70
CUST00622,10/29/2022,Female,46
CUST00623,10/24/2022,Male,40
CUST00624,12/30/2023,Male,19
CUST00625,12/7/2023,Male,44
CUST00626,5/30/2022,Male,21
CUST00627,5/16/2023,Male,43
CUST00628,2/20/2024,Male,50
CUST00629,1/9/2024,Female,41
CUST00630,3/10/2023,Other,33
CUST00631,2/20/2023,Male,42
CUST00632,7/27/2022,Female,23
CUST00633,2/17/2023,Female,41
CUST00634,10/18/2023,Other,32
CUST00635,8/7/2023,Other,19
CUST00636,12/9/2023,Male,38
CUST00637,6/8/2022,Other,24
CUST00638,3/23/2024,Other,63
CUST00639,10/2/2022,Female,59
CUST00640,1/29/2024,Female,39
CUST00641,7/24/2023,Female,68
CUST00642,3/25/2024,Male,27
CUST00643,7/31/2022,Male,26
CUST00644,7/27/2022,Other,20
CUST00645,1/22/2024,Other,36
CUST00646,3/25/2023,Male,48
CUST00647,5/29/2023,Male,62
CUST00648,12/14/2022,Female,26
CUST00649,6/9/2023,Male,66
CUST00650,3/19/2024,Male,63
CUST00651,1/6/2023,Other,48
CUST00652,2/14/2023,Other,46
CUST00653,10/12/2023,Female,57
CUST00654,6/28/2023,Male,18
CUST00655,12/14/2022,Other,23
CUST00656,4/12/2023,Male,19
CUST00657,5/21/2022,Male,34
CUST00658,7/23/2023,Female,31
CUST00659,6/8/2023,Male,27
CUST00660,9/19/2023,Female,53
CUST00661,12/5/2023,Other,64
CUST00662,6/25/2023,Other,56
CUST00663,9/10/2022,Other,51
CUST00664,10/3/2023,Other,45
CUST00665,7/15/2022,Female,25
CUST00666,1/23/2024,Female,67
CUST00667,10/21/2022,Other,36
CUST00668,12/3/2023,Other,33
CUST00669,6/26/2022,Other,37
CUST00670,6/29/2022,Female,25
CUST00671,5/14/2022,Other,21
CUST00672,11/25/2022,Female,33
CUST00673,10/16/2022,Male,44
CUST00674,3/15/2023,Other,58
CUST00675,6/19/2022,Female,68
CUST00676,2/9/2024,Female,57
CUST00677,12/8/2022,Female,47
CUST00678,6/29/2023,Male,22
CUST00679,10/13/2023,Other,25
CUST00680,12/31/2022,Female,49
CUST00681,2/17/2024,Other,56
CUST00682,6/21/2022,Female,52
CUST00683,7/15/2023,Other,19
CUST00684,8/11/2022,Male,58
CUST00685,12/28/2022,Female,50
CUST00686,1/15/2023,Female,54
CUST00687,3/17/2024,Male,33
CUST00688,1/12/2023,Other,63
CUST00689,5/23/2023,Female,27
CUST00690,12/24/2022,Male,36
CUST00691,12/15/2023,Female,45
CUST00692,2/2/2023,Female,18
CUST00693,1/7/2024,Female,57
CUST00694,6/26/2023,Other,40
CUST00695,6/2/2022,Male,33
CUST00696,5/11/2022,Male,54
CUST00697,7/10/2022,Male,44
CUST00698,8/8/2022,Male,29
CUST00699,12/9/2022,Female,60
CUST00700,12/30/2022,Other,60
CUST00701,9/25/2022,Male,23
CUST00702,4/12/2023,Other,51
CUST00703,7/18/2022,Male,41
CUST00704,4/16/2023,Male,22
CUST00705,2/3/2024,Female,51
CUST00706,9/6/2022,Female,52
CUST00707,2/12/2023,Female,50
CUST00708,2/19/2023,Other,68
CUST00709,1/30/2023,Female,50
CUST00710,7/5/2022,Female,53
CUST00711,9/10/2022,Male,19
CUST00712,6/17/2023,Male,42
CUST00713,1/17/2023,Female,48
CUST00714,5/8/2022,Female,20
CUST00715,11/9/2023,Other,58
CUST00716,10/31/2022,Other,42
CUST00717,1/24/2023,Male,41
CUST00718,7/6/2023,Other,34
CUST00719,1/13/2023,Female,65
CUST00720,6/14/2022,Female,19
CUST00721,9/11/2023,Male,40
CUST00722,7/3/2022,Female,68
CUST00723,12/2/2023,Female,22
CUST00724,7/11/2023,Female,40
CUST00725,5/29/2023,Female,33
CUST00726,7/19/2023,Other,64
CUST00727,1/11/2023,Other,60
CUST00728,4/9/2024,Other,58
CUST00729,10/1/2022,Other,24
CUST00730,11/29/2023,Other,67
CUST00731,10/7/2022,Male,55
CUST00732,6/2/2023,Female,65
CUST00733,8/16/2022,Male,66
CUST00734,9/21/2022,Female,39
CUST00735,12/28/2022,Female,26
CUST00736,3/24/2023,Female,20
CUST00737,5/17/2023,Male,40
CUST00738,12/29/2022,Female,52
CUST00739,4/12/2024,Female,39
CUST00740,12/1/2023,Other,70
CUST00741,3/14/2023,Other,59
CUST00742,6/3/2023,Female,29
CUST00743,10/19/2023,Other,67
CUST00744,3/16/2023,Male,61
CUST00745,11/24/2023,Female,47
CUST00746,8/8/2023,Male,62
CUST00747,2/10/2024,Other,48
CUST00748,7/18/2023,Other,58
CUST00749,5/24/2022,Male,29
CUST00750,12/17/2022,Female,69
CUST00751,11/19/2022,Other,26
CUST00752,7/15/2022,Other,22
CUST00753,7/2/2023,Other,63
CUST00754,4/6/2024,Male,67
CUST00755,5/4/2022,Male,47
CUST00756,3/28/2023,Other,20
CUST00757,1/8/2024,Female,36
CUST00758,11/2/2023,Male,30
CUST00759,8/12/2023,Female,20
CUST00760,1/31/2023,Male,68
CUST00761,2/18/2023,Male,30
CUST00762,6/27/2022,Female,20
CUST00763,8/29/2022,Female,38
CUST00764,10/16/2023,Female,37
CUST00765,5/15/2023,Male,50
CUST00766,1/9/2023,Female,43
CUST00767,5/6/2023,Female,70
CUST00768,3/4/2024,Female,52
CUST00769,7/15/2022,Female,48
CUST00770,6/30/2022,Female,34
CUST00771,12/13/2022,Female,20
CUST00772,2/15/2023,Female,66
CUST00773,12/2/2023,Male,59
CUST00774,10/6/2022,Female,30
CUST00775,5/26/2023,Male,36
