Customer_id,Join_date,Gender,Age,predicted_LTV,no_history,LTV_segment
CUST00184,8/26/2023,Other,60,418.6145,0,Low
CUST00185,9/20/2022,Other,48,5649.1694,0,Top
CUST00186,12/1/2022,Male,32,5283.7505,0,Top
CUST00187,2/25/2023,Male,24,356.96637,0,Low
CUST00188,11/23/2023,Female,40,1458.5913,0,High
CUST00189,1/26/2023,Male,53,2387.4219,0,Top
CUST00190,7/20/2022,Other,41,2016.9868,0,Top
CUST00191,4/13/2024,Other,25,1023.9573,0,High
CUST00192,5/12/2023,Male,66,802.6166,0,Mid
CUST00193,10/14/2023,Other,35,3953.26,0,Top
CUST00194,1/30/2023,Female,54,432.76053,0,Low
CUST00195,7/17/2023,Female,32,2475.958,0,Top
CUST00196,9/14/2022,Male,69,4339.339,0,Top
CUST00197,8/1/2023,Male,45,1151.901,0,High
CUST00198,3/31/2023,Female,53,452.0799,0,Low
CUST00199,12/10/2022,Female,67,3449.0466,0,Top
CUST00200,8/8/2022,Male,70,3520.4575,0,Top
CUST00201,2/9/2023,Male,57,3633.1284,0,Top
CUST00202,1/31/2023,Male,57,2517.5425,0,Top
CUST00203,10/15/2022,Other,61,3224.849,0,Top
CUST00204,3/16/2023,Male,59,3697.9998,0,Top
CUST00205,12/26/2022,Male,53,5406.193,0,Top
CUST00206,7/17/2022,Other,19,2873.698,0,Top
CUST00207,12/19/2022,Female,56,5206.1245,0,Top
CUST00208,5/2/2023,Male,60,1939.5204,0,High
CUST00209,4/18/2024,Other,62,774.1283,0,Mid
CUST00210,10/12/2023,Male,35,4731.372,0,Top
CUST00211,1/20/2023,Male,19,985.3944,0,Mid
CUST00212,2/15/2023,Other,29,4971.2427,0,Top
CUST00213,1/7/2023,Female,35,2967.3933,0,Top
CUST00214,9/10/2023,Other,62,1950.5767,0,High
CUST00215,10/31/2022,Male,66,1990.4142,0,High
CUST00216,1/6/2024,Female,37,1025.5696,0,High
CUST00217,9/12/2023,Other,39,3540.103,0,Top
CUST00218,3/3/2024,Other,40,2991.3518,0,Top
CUST00219,3/24/2024,Female,18,3301.854,0,Top
CUST00220,1/31/2024,Male,29,3160.4314,0,Top
CUST00221,7/25/2023,Other,27,68.2539,0,Low
CUST00222,8/17/2022,Other,54,1833.2493,0,High
CUST00223,3/21/2023,Other,60,4060.108,0,Top
CUST00224,1/6/2023,Male,43,5097.4497,0,Top
CUST00225,9/23/2023,Other,22,1964.76,0,High
CUST00226,4/19/2023,Female,27,3428.786,0,Top
CUST00227,10/15/2023,Female,65,4300.845,0,Top
CUST00228,9/23/2023,Other,58,1243.014,0,High
CUST00229,9/18/2022,Other,19,1462.1117,0,High
CUST00230,11/6/2023,Female,23,4269.5786,0,Top
CUST00231,6/22/2022,Female,65,822.5631,0,Mid
CUST00232,5/17/2022,Other,51,2461.498,0,Top
CUST00233,6/25/2022,Female,31,3795.9255,0,Top
CUST00234,2/9/2024,Male,42,531.2242,0,Mid
CUST00235,6/22/2023,Male,44,767.9653,0,Mid
CUST00236,3/4/2023,Male,47,4528.289,0,Top
CUST00237,2/26/2024,Male,39,1213.508,0,High
CUST00238,9/7/2022,Female,28,3698.924,0,Top
CUST00239,6/29/2023,Male,41,4382.8525,0,Top
CUST00240,4/17/2023,Other,37,2781.9749,0,Top
CUST00241,8/8/2023,Other,64,4036.3987,0,Top
CUST00242,3/18/2023,Male,38,2632.3699,0,Top
CUST00243,1/10/2024,Other,67,1491.4203,0,High
CUST00244,7/1/2022,Male,54,4750.779,0,Top
CUST00245,4/28/2024,Male,56,4522.2744,0,Top
CUST00246,1/26/2024,Male,23,2255.8774,0,Top
CUST00247,5/14/2023,Other,21,2386.2058,0,Top
CUST00248,6/3/2023,Other,27,1850.044,0,High
CUST00249,12/7/2023,Male,28,658.07745,0,Mid
CUST00250,11/8/2022,Male,66,1001.4115,0,High
CUST00251,11/5/2022,Male,57,3233.854,0,Top
CUST00252,2/25/2024,Male,21,2358.5312,0,Top
CUST00253,2/2/2024,Female,61,3018.7556,0,Top
CUST00254,8/15/2023,Male,23,4735.2485,0,Top
CUST00255,7/31/2022,Other,35,3611.2322,0,Top
CUST00256,6/21/2022,Male,46,946.72003,0,Mid
CUST00257,9/21/2022,Female,60,1554.3206,0,High
CUST00258,4/12/2024,Other,45,194.1212,0,Low
CUST00259,3/10/2024,Female,49,3826.582,0,Top
CUST00260,3/5/2024,Male,56,3517.0486,0,Top
CUST00261,3/12/2023,Other,46,4322.886,0,Top
CUST00262,5/19/2023,Male,44,1074.1814,0,High
CUST00263,7/16/2023,Other,35,5742.4106,0,Top
CUST00264,8/1/2023,Other,31,5971.9053,0,Top
CUST00265,11/12/2022,Other,66,1742.0619,0,High
CUST00266,7/1/2022,Female,50,2236.1301,0,Top
CUST00267,11/15/2022,Male,25,2969.7446,0,Top
CUST00268,12/16/2023,Female,40,3919.2007,0,Top
CUST00269,5/7/2022,Female,45,492.84518,0,Low
CUST00270,5/10/2022,Male,25,548.362,0,Mid
CUST00271,8/28/2022,Male,36,4249.1333,0,Top
CUST00272,3/14/2024,Male,61,4615.6104,0,Top
CUST00273,9/22/2023,Other,61,773.5701,0,Mid
CUST00274,10/8/2023,Female,55,3263.255,0,Top
CUST00275,10/17/2023,Female,49,422.23456,0,Low
CUST00276,4/4/2024,Female,51,3749.1045,0,Top
CUST00277,9/23/2022,Female,60,3592.7146,0,Top
CUST00278,9/6/2022,Female,37,321.98624,0,Low
CUST00279,2/19/2024,Other,20,2658.9429,0,Top
CUST00280,10/21/2023,Male,32,3039.9014,0,Top
CUST00281,10/8/2023,Other,43,428.79926,0,Low
CUST00282,10/21/2023,Other,56,4915.1973,0,Top
CUST00283,7/6/2023,Other,21,4037.3892,0,Top
CUST00284,7/14/2022,Male,18,57.76867,0,Low
CUST00285,7/28/2023,Male,31,2846.4558,0,Top
CUST00286,9/10/2023,Female,37,4499.4927,0,Top
CUST00287,9/27/2022,Other,31,2326.706,0,Top
CUST00288,1/19/2024,Female,67,2344.6272,0,Top
CUST00289,7/9/2023,Male,26,1790.5323,0,High
CUST00290,7/2/2023,Male,66,4042.458,0,Top
CUST00291,11/12/2022,Male,34,447.98862,0,Low
CUST00292,10/7/2023,Male,36,2244.3857,0,Top
CUST00293,10/26/2022,Other,38,1033.0581,0,High
CUST00294,7/2/2022,Female,25,2803.5054,0,Top
CUST00295,12/22/2023,Male,18,81.84844,0,Low
CUST00296,7/24/2023,Female,49,4027.4917,0,Top
CUST00297,6/21/2022,Male,65,5759.68,0,Top
CUST00298,1/27/2024,Female,45,34.012352,0,Low
CUST00299,8/16/2022,Female,29,894.07904,0,Mid
CUST00300,1/30/2023,Male,26,4298.122,0,Top
CUST00301,2/11/2023,Male,42,3024.0867,0,Top
CUST00302,6/25/2023,Female,52,1927.0875,0,High
CUST00303,11/16/2023,Other,63,2714.5005,0,Top
CUST00304,4/16/2024,Male,32,4547.393,0,Top
CUST00305,3/17/2023,Male,50,5098.651,0,Top
CUST00306,7/26/2022,Other,53,3677.3237,0,Top
CUST00307,7/21/2023,Other,60,4021.9856,0,Top
CUST00308,5/7/2023,Male,69,4326.8687,0,Top
CUST00309,4/13/2024,Male,40,5062.629,0,Top
CUST00310,3/25/2023,Male,22,4377.386,0,Top
CUST00311,12/29/2022,Male,43,1847.6545,0,High
CUST00312,8/1/2023,Female,65,1944.816,0,High
CUST00313,7/19/2023,Female,20,4136.9243,0,Top
CUST00314,5/27/2023,Female,45,4560.316,0,Top
CUST00315,1/6/2024,Male,19,2339.2559,0,Top
CUST00316,8/19/2022,Female,47,1333.823,0,High
CUST00317,10/21/2023,Male,22,3140.1958,0,Top
CUST00318,7/8/2022,Male,38,941.2093,0,Mid
CUST00319,10/13/2022,Female,54,4781.491,0,Top
CUST00320,7/20/2022,Male,45,2304.071,0,Top
CUST00321,4/23/2024,Female,54,3678.5173,0,Top
CUST00322,5/29/2023,Female,43,2040.3099,0,Top
CUST00323,7/23/2023,Female,63,803.61444,0,Mid
CUST00324,5/31/2022,Female,58,4170.891,0,Top
CUST00325,2/24/2023,Female,44,2797.3108,0,Top
CUST00326,4/13/2023,Other,36,2828.9697,0,Top
CUST00327,2/28/2024,Other,25,3724.4836,0,Top
CUST00328,8/1/2022,Other,43,1039.8546,0,High
CUST00329,4/13/2023,Other,19,726.4208,0,Mid
CUST00330,11/30/2023,Other,38,2405.5896,0,Top
CUST00331,3/21/2023,Female,28,907.5111,0,Mid
CUST00332,5/4/2022,Male,69,364.13046,0,Low
CUST00333,6/27/2023,Male,57,2561.981,0,Top
CUST00334,7/19/2022,Female,47,803.4171,0,Mid
CUST00335,9/29/2022,Male,62,3936.8186,0,Top
CUST00336,10/24/2022,Male,41,1714.7814,0,High
CUST00337,1/9/2024,Other,23,4023.8342,0,Top
CUST00338,3/31/2024,Other,45,3920.3506,0,Top
CUST00339,10/20/2022,Other,24,2045.288,0,Top
CUST00340,2/20/2024,Male,33,1560.8237,0,High
CUST00341,3/31/2023,Other,45,784.9867,0,Mid
CUST00342,4/18/2024,Female,55,4273.304,0,Top
CUST00343,3/3/2024,Male,43,5255.307,0,Top
CUST00344,1/21/2024,Male,51,652.30273,0,Mid
CUST00345,9/28/2023,Other,23,3730.4402,0,Top
CUST00346,4/16/2023,Female,43,3551.4875,0,Top
CUST00347,2/22/2023,Other,37,5053.775,0,Top
CUST00348,10/7/2023,Other,65,2922.0334,0,Top
CUST00349,9/26/2022,Male,39,2326.1228,0,Top
CUST00350,9/21/2023,Male,32,4245.3896,0,Top
CUST00351,8/12/2022,Other,39,1726.8417,0,High
CUST00352,7/31/2022,Male,67,3947.1519,0,Top
CUST00353,4/27/2023,Male,28,3494.2927,0,Top
CUST00354,10/27/2023,Male,22,1347.0355,0,High
CUST00355,9/23/2023,Other,50,3078.8406,0,Top
CUST00356,10/2/2023,Male,58,1005.47626,0,High
CUST00357,12/9/2023,Other,25,5429.6157,0,Top
CUST00358,8/26/2022,Male,51,2664.8,0,Top
CUST00359,10/5/2022,Female,50,1549.1558,0,High
CUST00360,9/24/2022,Male,30,938.10767,0,Mid
CUST00361,9/30/2023,Other,67,6197.8745,0,Top
CUST00362,12/19/2022,Male,40,3772.4473,0,Top
CUST00363,12/23/2023,Other,40,1923.7145,0,High
CUST00364,3/2/2023,Other,64,2405.285,0,Top
CUST00365,3/9/2024,Male,70,2358.728,0,Top
CUST00366,6/11/2023,Other,59,4519.329,0,Top
CUST00367,5/25/2023,Male,70,3053.8005,0,Top
CUST00368,11/9/2023,Female,27,1981.1603,0,High
CUST00369,9/2/2023,Other,33,1123.938,0,High
CUST00370,10/29/2023,Other,24,4571.6675,0,Top
CUST00371,6/16/2022,Other,27,1727.3142,0,High
CUST00372,12/30/2023,Other,34,895.3225,0,Mid
CUST00373,2/4/2024,Female,30,901.4716,0,Mid
CUST00374,1/17/2024,Female,29,1389.7345,0,High
CUST00375,8/26/2022,Male,56,32.78283,0,Low
CUST00376,8/16/2022,Other,27,2117.0398,0,Top
CUST00377,8/30/2023,Other,66,279.65067,0,Low
CUST00378,1/12/2024,Female,66,2175.0232,0,Top
CUST00379,8/15/2022,Male,59,3416.496,0,Top
CUST00380,4/6/2024,Female,22,5172.3516,0,Top
CUST00381,2/5/2023,Female,29,4217.5234,0,Top
CUST00382,8/26/2022,Male,67,2476.2856,0,Top
CUST00383,4/17/2024,Other,58,3374.355,0,Top
CUST00384,3/19/2023,Other,49,365.08575,0,Low
CUST00385,2/20/2024,Female,47,5096.641,0,Top
CUST00386,12/17/2023,Female,66,2631.1213,0,Top
CUST00387,3/23/2024,Female,54,1092.2548,0,High
CUST00388,8/16/2023,Male,66,4043.9233,0,Top
CUST00389,12/16/2023,Male,55,2411.3704,0,Top
CUST00390,9/30/2022,Female,46,623.77954,0,Mid
CUST00391,10/7/2023,Other,61,3944.8174,0,Top
CUST00392,6/20/2022,Other,54,2561.3506,0,Top
CUST00393,8/8/2022,Male,59,4278.7383,0,Top
CUST00394,2/20/2024,Male,58,6186.183,0,Top
CUST00395,1/25/2024,Other,57,3261.3438,0,Top
CUST00396,11/24/2023,Male,38,687.5568,0,Mid
CUST00397,1/19/2024,Other,58,3659.29,0,Top
CUST00398,6/20/2022,Female,38,5598.3994,0,Top
CUST00399,8/20/2023,Male,27,2425.3838,0,Top
CUST00400,6/2/2022,Female,46,4199.463,0,Top
CUST00401,5/9/2022,Male,22,2205.121,0,Top
CUST00402,5/10/2022,Male,48,4460.7666,0,Top
CUST00403,9/21/2022,Female,46,167.55342,0,Low
CUST00404,6/9/2023,Female,58,4627.5044,0,Top
CUST00405,3/1/2023,Male,37,1652.018,0,High
CUST00406,4/10/2024,Female,68,605.6248,0,Mid
CUST00407,12/2/2023,Other,35,1583.3799,0,High
CUST00408,9/30/2023,Other,55,1415.9268,0,High
CUST00409,4/13/2024,Female,21,2904.2104,0,Top
CUST00410,1/27/2024,Other,40,424.22134,0,Low
CUST00411,11/3/2022,Other,50,2496.7522,0,Top
CUST00412,4/6/2024,Other,22,4062.4685,0,Top
CUST00413,2/6/2024,Male,37,2821.1016,0,Top
CUST00414,6/12/2022,Other,47,3835.0798,0,Top
CUST00415,4/15/2023,Other,46,4369.9526,0,Top
CUST00416,10/7/2023,Female,20,1290.3588,0,High
CUST00417,6/9/2022,Other,21,2594.2593,0,Top
CUST00418,10/25/2022,Male,41,3446.6348,0,Top
CUST00419,6/25/2022,Male,36,763.29047,0,Mid
CUST00420,3/14/2024,Female,22,4117.2607,0,Top
CUST00421,11/14/2023,Male,59,984.87744,0,Mid
CUST00422,11/19/2022,Male,23,4632.677,0,Top
CUST00423,3/14/2023,Other,57,657.5753,0,Mid
CUST00424,1/2/2023,Other,56,5035.6274,0,Top
CUST00425,12/12/2022,Male,50,3253.0217,0,Top
CUST00426,12/31/2022,Female,42,3316.0735,0,Top
CUST00427,2/26/2024,Female,47,1594.0762,0,High
CUST00428,10/12/2023,Other,55,3781.954,0,Top
CUST00429,6/7/2023,Male,53,2797.0813,0,Top
CUST00430,1/6/2023,Other,68,5303.9106,0,Top
CUST00431,3/5/2023,Female,65,1014.7113,0,High
CUST00432,1/20/2024,Male,20,1638.8353,0,High
CUST00433,10/23/2023,Other,46,3171.4204,0,Top
CUST00434,4/20/2024,Other,69,4441.66,0,Top
CUST00435,4/13/2023,Female,54,4137.4707,0,Top
CUST00436,6/18/2023,Other,59,3691.258,0,Top
CUST00437,7/4/2022,Female,30,3591.7075,0,Top
CUST00438,5/19/2023,Female,38,1807.9187,0,High
CUST00439,6/15/2023,Male,56,3032.1462,0,Top
CUST00440,7/16/2023,Male,48,4671.325,0,Top
CUST00441,12/11/2023,Other,50,2594.598,0,Top
CUST00442,6/22/2022,Female,27,130.23161,0,Low
CUST00443,4/19/2024,Female,21,3845.4814,0,Top
CUST00444,11/1/2023,Male,46,2976.98,0,Top
CUST00445,1/2/2024,Male,24,1512.0432,0,High
CUST00446,9/16/2022,Female,69,5505.0938,0,Top
CUST00447,9/19/2023,Male,39,3678.06,0,Top
CUST00448,9/25/2022,Other,63,4540.648,0,Top
CUST00449,1/23/2023,Female,23,4863.383,0,Top
CUST00450,6/5/2022,Male,50,1227.7329,0,High
CUST00451,6/15/2023,Other,59,2110.9167,0,Top
CUST00452,12/26/2022,Female,29,4252.573,0,Top
CUST00453,4/30/2022,Other,20,4203.7554,0,Top
CUST00454,8/15/2023,Other,33,2988.8875,0,Top
CUST00455,3/29/2024,Female,63,3243.2866,0,Top
CUST00456,5/31/2023,Other,46,5959.4624,0,Top
CUST00457,9/4/2023,Male,46,735.9933,0,Mid
CUST00458,5/29/2022,Male,51,4249.7974,0,Top
CUST00459,12/2/2022,Male,51,1659.5471,0,High
CUST00460,9/3/2023,Other,57,2538.935,0,Top
CUST00461,5/12/2022,Male,28,2303.301,0,Top
CUST00462,11/1/2022,Other,41,639.3295,0,Mid
CUST00463,11/7/2022,Male,41,213.98085,0,Low
CUST00464,12/7/2022,Female,36,1901.245,0,High
CUST00465,9/2/2022,Other,42,5237.082,0,Top
CUST00466,7/27/2023,Other,44,4322.4365,0,Top
CUST00467,12/23/2022,Male,67,4268.1016,0,Top
CUST00468,11/26/2022,Female,39,1354.872,0,High
CUST00469,9/14/2022,Male,61,4021.2856,0,Top
CUST00470,11/15/2022,Male,56,4346.273,0,Top
CUST00471,5/17/2022,Female,21,2206.6938,0,Top
CUST00472,1/15/2023,Female,68,1573.1733,0,High
CUST00473,10/16/2022,Male,58,1785.837,0,High
CUST00474,1/25/2024,Female,59,2683.2434,0,Top
CUST00475,7/4/2023,Male,39,596.55865,0,Mid
CUST00476,9/8/2022,Other,22,2842.9036,0,Top
CUST00477,9/8/2023,Male,39,494.27713,0,Low
CUST00478,4/23/2023,Other,24,1509.9675,0,High
CUST00479,2/26/2024,Male,53,4239.058,0,Top
CUST00480,4/7/2023,Female,61,2960.4011,0,Top
CUST00481,11/28/2023,Other,42,2991.5208,0,Top
CUST00482,2/1/2024,Female,36,4882.8755,0,Top
CUST00483,5/6/2023,Other,34,406.90118,0,Low
CUST00484,12/24/2023,Other,64,4490.4688,0,Top
CUST00485,3/31/2023,Male,60,1653.9568,0,High
CUST00486,11/24/2023,Male,56,3248.4038,0,Top
CUST00487,5/7/2022,Male,27,2266.7715,0,Top
CUST00488,3/3/2023,Male,39,39.41944,0,Low
CUST00489,8/31/2022,Female,23,275.83713,0,Low
