Customer_id,Order_id,Order_date,Order_amount
CUST00040,ORD8D0130B3,5/20/2024,247.27
CUST00040,ORD49F2DCBF,11/2/2024,47.69
CUST00040,ORD55CCDABB,1/5/2025,133.33
CUST00040,ORD2184A230,11/6/2024,130.83
CUST00040,ORD80ADACF7,7/17/2024,316.27
CUST00040,ORD14BD9075,12/29/2024,300.97
CUST00040,ORD3A5C1F44,5/4/2024,105.82
CUST00040,ORD5292D7DD,4/1/2025,62.42
CUST00040,ORDFC67DA17,2/28/2025,159.28
CUST00040,ORD479D4563,2/1/2025,474.92
CUST00041,ORD25BFFD9E,12/24/2024,422.39
CUST00041,ORD4917CC10,12/28/2024,196.15
CUST00041,ORD910E796D,12/24/2024,432.48
CUST00041,ORDD71C6A4C,2/9/2025,225.71
CUST00041,ORD5E820657,12/13/2024,221
CUST00041,ORD1F35C470,9/14/2024,413.53
CUST00041,ORD2250D296,5/27/2024,329.01
CUST00041,ORD7B68CC38,10/11/2024,301.25
CUST00041,ORDB2FA5932,4/2/2025,157.21
CUST00041,ORDBF238430,7/10/2024,305.57
CUST00041,ORD99C7B5EA,3/19/2025,350.69
CUST00042,ORD67634550,8/21/2023,163.95
CUST00042,ORDD45AB362,1/4/2025,482.64
CUST00042,ORDDDB1DF4A,9/16/2023,484.68
CUST00042,ORD6659F9E6,10/12/2024,152.81
CUST00042,ORD36BB5D70,2/10/2024,350.53
CUST00042,ORD34194453,11/30/2023,250.59
CUST00042,ORD9129139C,2/12/2024,292.18
CUST00042,ORDF728BCDF,3/15/2025,128.79
CUST00042,ORD245EBA54,6/13/2024,194.27
CUST00042,ORDC92D1BAE,2/11/2025,410.08
CUST00042,ORD872DCC74,9/9/2024,202.54
CUST00042,ORD0B880936,12/25/2023,65.81
CUST00042,ORDE1E1EB16,11/21/2024,286.29
CUST00042,ORD55C2972E,6/26/2024,300.19
CUST00042,ORD90E838EF,9/16/2024,277.36
CUST00042,ORD8FE36393,3/21/2024,344.04
CUST00043,ORD5500FBD4,10/8/2024,23.19
CUST00043,ORD1FA5C151,12/8/2024,366.33
CUST00043,ORDB5595279,7/6/2024,472.06
CUST00043,ORDD2EB56F7,11/5/2024,112.73
CUST00043,ORDDC199747,6/11/2024,400.87
CUST00043,ORDCD6FFFA6,7/22/2024,417.33
CUST00043,ORD2550364D,6/29/2024,43.89
CUST00043,ORD549F5CD6,8/13/2024,425.42
CUST00043,ORD9E973455,6/18/2024,399.57
CUST00043,ORD3E8CB4FE,5/14/2024,339.76
CUST00043,ORDA0EE212C,4/24/2024,78.2
CUST00043,ORDC63BBC1C,7/17/2024,158.39
CUST00043,ORD7CA1C81C,1/25/2025,133.81
CUST00043,ORDB879C82E,2/2/2025,85.53
CUST00043,ORD4C6BB2C2,10/12/2024,217.33
CUST00043,ORDCDBECED9,10/22/2024,194.73
CUST00043,ORDCA6F9F34,4/20/2025,230.04
CUST00043,ORD4FE8C2B5,12/9/2024,302.99
CUST00044,ORD6A567512,7/13/2024,206.39
CUST00044,ORDF07FE212,9/28/2024,258.24
CUST00044,ORDBD249FB8,7/25/2024,460.99
CUST00044,ORD08432FD2,1/27/2025,348.94
CUST00044,ORDF3F95415,9/12/2024,276.39
CUST00044,ORD831B2581,10/2/2024,397.45
CUST00044,ORDCD536BA8,1/31/2025,186.17
CUST00044,ORD528C0E8B,12/10/2024,448.8
CUST00044,ORD122E9F49,6/15/2024,273.08
CUST00044,ORDAA73D06B,8/4/2024,322.71
CUST00044,ORD454DEC0E,11/8/2024,51.64
CUST00044,ORDB792F548,2/20/2025,386.79
CUST00044,ORD681778F6,10/30/2024,332.22
CUST00044,ORDB8280463,8/31/2024,183.95
CUST00044,ORDFD111EED,8/25/2024,327.03
CUST00044,ORDA76F38C3,4/15/2024,31.71
CUST00044,ORD5BB43DDD,3/7/2025,491.97
CUST00044,ORD2867C951,9/9/2024,341.96
CUST00044,ORD7B897AA8,12/28/2024,205.81
CUST00045,ORD9541F913,12/5/2024,483.2
CUST00045,ORDD54EE7C9,4/6/2025,220.92
CUST00045,ORDA13AB2C1,6/27/2024,15.17
CUST00045,ORD530251F6,10/12/2024,136.78
CUST00045,ORDACB9F773,2/25/2025,260.23
CUST00045,ORD207E232A,3/31/2024,264.21
CUST00045,ORD8A6E9438,1/26/2025,294.45
CUST00045,ORDCB993BDE,10/15/2024,291.87
CUST00045,ORDF64A1BD7,12/11/2024,228.43
CUST00045,ORDE5126847,1/16/2025,201.66
CUST00045,ORDDA542065,3/17/2025,388.45
CUST00046,ORDC21D3811,8/16/2024,348.31
CUST00046,ORD41004DBD,11/21/2024,83.87
CUST00046,ORD1CBB93B7,1/9/2025,498.87
CUST00046,ORD1DBCEF5E,2/19/2025,246.56
CUST00046,ORDBAD1AEF2,3/8/2024,154.76
CUST00046,ORDAF2AF016,2/18/2025,461.07
CUST00046,ORDDE1710E8,7/2/2024,52.07
CUST00046,ORD63E23B80,12/7/2024,417.35
CUST00046,ORDE6D17309,10/21/2024,367.77
CUST00046,ORDDA9A14D2,3/12/2025,180.68
CUST00046,ORD7FC5FCEC,8/29/2024,178.1
CUST00046,ORD1DD95B5A,5/22/2024,394.29
CUST00046,ORD949E8857,7/31/2024,265.35
CUST00046,ORD69CB147E,9/18/2024,180.67
CUST00046,ORDECBBCE63,4/9/2024,57.84
CUST00046,ORD686DAEA5,4/6/2024,363.78
CUST00046,ORD9C47A266,6/18/2024,231.7
CUST00046,ORD23F3195F,2/6/2025,42.92
CUST00046,ORDB0860751,2/13/2025,31.89
CUST00047,ORDB0278BD0,9/17/2023,21.07
CUST00047,ORD5EAADEDC,2/15/2025,178.11
CUST00047,ORD70722394,6/22/2024,63.59
CUST00047,ORD93FA3647,4/28/2025,402.02
CUST00048,ORDECA7C6E3,2/21/2024,262.84
CUST00048,ORD935E7E1D,6/12/2024,280.44
CUST00048,ORD02B0EE9F,6/27/2024,172.18
CUST00048,ORD570C66E6,12/25/2024,218.92
CUST00048,ORD00A28F9D,1/1/2024,236.41
CUST00048,ORDA0B06AD3,2/15/2024,400.9
CUST00048,ORDEA4F0ADB,12/23/2023,318.58
CUST00048,ORDB08354D3,11/21/2024,101.33
CUST00049,ORD5B34B0A9,12/7/2023,203.84
CUST00049,ORD77CCEF48,8/16/2023,371.32
CUST00049,ORD59CA31DD,4/29/2024,442.72
CUST00049,ORD1B4D6F4D,10/9/2024,230.29
CUST00049,ORD952B4DC2,10/5/2023,220.48
CUST00049,ORDC34F6515,8/23/2024,12.18
CUST00049,ORD14A1212E,3/23/2025,115.25
CUST00049,ORDEF054355,11/1/2024,146.39
CUST00049,ORDDBB83C9B,10/8/2023,354.84
CUST00049,ORD601D0DBF,4/19/2024,400.04
CUST00049,ORD0184E574,11/13/2024,292.9
CUST00049,ORDA9D77808,4/28/2024,401.76
CUST00049,ORD2B75DFA0,12/9/2023,273.08
CUST00049,ORDCAFE25B1,2/16/2024,189.24
CUST00050,ORDA3353FB3,6/15/2024,234.2
CUST00050,ORD7AB6B266,1/27/2024,138.55
CUST00050,ORD58A949F3,1/6/2024,432.69
CUST00050,ORD2374407F,7/7/2024,268.58
CUST00050,ORD729E8426,1/3/2024,323.16
CUST00050,ORDBE3720A6,6/23/2024,302.52
CUST00050,ORDC29A6862,2/1/2024,309.54
CUST00051,ORDE6338CFF,7/1/2024,65.97
CUST00051,ORDBE366D91,1/22/2025,182.47
CUST00051,ORD68EEEBC8,10/27/2024,234.35
CUST00051,ORDCF3B33B9,10/1/2024,94.54
CUST00051,ORDA59FBD82,1/20/2025,340.06
CUST00051,ORD45B940AB,11/26/2024,402.3
CUST00051,ORDBCD02CF5,3/21/2025,460.15
CUST00051,ORD6541BFCB,4/8/2024,299.18
CUST00051,ORD4094EBE8,12/9/2024,339.33
CUST00051,ORDD586A8E2,3/15/2025,163.46
CUST00051,ORD79576F8C,3/15/2024,126.9
CUST00051,ORDB0EF12FE,7/8/2024,67.3
CUST00051,ORD5CB801C8,8/27/2024,192.92
CUST00051,ORDC63D65D0,3/11/2025,79.27
CUST00051,ORDB3A21F81,1/30/2025,200.35
CUST00051,ORD7DB71421,3/1/2025,302.25
CUST00051,ORD1990BFA5,4/29/2024,291.65
CUST00051,ORDFA66A054,1/17/2025,217.29
CUST00051,ORD80D9C0C9,8/15/2024,248.47
CUST00052,ORDB848D08D,2/8/2025,349.78
CUST00052,ORDF672A738,10/3/2024,326.18
CUST00052,ORD941D05C7,4/20/2025,499.95
CUST00052,ORDFA2F9D75,9/27/2024,281.91
CUST00052,ORD1A3C4939,4/29/2025,249.92
CUST00052,ORD17052308,10/25/2024,78.75
CUST00052,ORDFD629343,4/23/2024,164.14
CUST00052,ORDA3358541,7/25/2024,230.99
CUST00052,ORD2EB88B31,5/26/2024,36.27
CUST00052,ORDA37AE959,8/15/2024,185.93
CUST00052,ORD3528EB42,1/17/2025,14.7
CUST00052,ORD5C83D4A9,7/13/2024,76.9
CUST00052,ORDF599B520,3/9/2025,409.46
CUST00052,ORD76FBD648,6/8/2024,482.28
CUST00052,ORD1335F6CB,1/8/2025,257.66
CUST00052,ORD59BDA95B,9/22/2024,252.54
CUST00052,ORD7994C312,4/3/2025,345.5
CUST00052,ORD7D7B2CDF,10/1/2024,213.66
CUST00053,ORD84B291ED,12/4/2024,249.46
CUST00053,ORD352D69D6,4/13/2024,50.51
CUST00053,ORDC69E2B2F,10/31/2023,25.12
CUST00053,ORD5C2CE035,5/21/2024,382.92
CUST00053,ORD69A01415,10/20/2024,153.12
CUST00053,ORDEF1BA0E1,9/26/2024,144.68
CUST00053,ORD87CF2DFF,9/9/2024,273.43
CUST00053,ORD437C799F,11/1/2024,92.42
CUST00053,ORD51AB818C,11/29/2023,234.09
CUST00053,ORDED096A5A,7/23/2024,373.83
CUST00053,ORDAEDC9A46,1/6/2024,385.3
CUST00053,ORD1234FFC5,9/6/2024,279.37
CUST00053,ORDA8D6F6D2,1/27/2025,65.47
CUST00053,ORD1CFEBABE,9/16/2024,65.96
CUST00053,ORD7BDD35E7,4/27/2025,389.81
CUST00054,ORD55E86668,3/8/2025,275.6
CUST00054,ORD4210EE83,7/24/2024,380.83
CUST00054,ORD4CD36F38,4/28/2025,382.4
CUST00054,ORD81A8DBD8,4/9/2025,226.27
CUST00054,ORD5640FB28,4/10/2024,117.09
CUST00054,ORDE1CBAB59,3/23/2025,218.33
CUST00054,ORD7A539B1A,4/29/2025,370.63
CUST00054,ORD11EC4B2A,6/14/2024,330.3
CUST00054,ORDA3FABFDA,4/28/2024,131.29
CUST00054,ORD5C38A569,1/26/2024,438.66
CUST00054,ORDCF6F1EC7,2/23/2024,25.79
